rank_id	snv	bi_allelic	singleton	release_adj	bin	min_score	max_score	n	n_ins	n_del	n_ti	n_tv	n_1bp_indel	n_mod3bp_indel	n_clinvar	n_singleton	n_validated_de_novos	n_high_confidence_de_novos	n_de_novo	n_trans_singletons	n_untrans_singletons	n_train_trans_singletons	n_omni	n_mills	n_hapmap	n_kgp_high_conf_snvs	fail_hard_filters	n_vqsr_pos_train	n_vqsr_neg_train	model	n_biallelic	data_type
rank	False	False	True	False	7	0.8812251063263656	0.8873379385279069	11	5	6	0	0	3	5	0	11	1	1	0	0	2	0	0	0	0	0	0	0	0	RF	0	exomes
rank	False	False	True	False	7	5.0	5.15	17	7	10	0	0	5	4	0	17	0	0	1	0	2	0	0	0	0	0	0	1	0	VQSR	0	exomes
rank	False	False	True	False	8	0.8719245055454867	0.8796601934687858	7	3	4	0	0	3	3	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	RF	0	exomes
rank	False	False	True	False	8	4.78	4.97	7	5	2	0	0	2	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	9	0.8628744311133638	0.8710954771061831	7	2	5	0	0	5	1	0	7	0	0	0	0	3	0	0	0	0	0	0	1	1	RF	0	exomes
rank	False	False	True	False	9	4.55	4.73	6	2	4	0	0	2	2	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	10	0.8575389390334344	0.8591349385248938	3	0	3	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	RF	0	exomes
rank	False	False	True	False	10	4.38	4.52	11	5	6	0	0	4	4	0	11	0	0	0	0	2	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	11	0.8555146641603995	0.8555146641603995	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	RF	0	exomes
rank	False	False	True	False	11	4.2	4.33	3	1	2	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	12	0.8528279322094329	0.8541587306409593	4	0	4	0	0	1	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	RF	0	exomes
rank	False	False	True	False	12	4.03	4.18	11	6	5	0	0	6	1	0	11	0	0	1	0	3	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	13	0.84964579245354	0.8505062242565411	4	0	4	0	0	1	2	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	RF	0	exomes
rank	False	False	True	False	13	3.87	4.0	10	7	3	0	0	3	3	0	10	0	0	0	0	2	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	14	0.8477199813690822	0.8495617515054709	7	3	4	0	0	3	2	0	7	0	0	0	0	2	0	0	0	0	0	1	0	0	RF	0	exomes
rank	False	False	True	False	14	3.68	3.82	7	2	5	0	0	1	2	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	15	0.844000900107532	0.8465020990639265	5	3	2	0	0	4	1	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	RF	0	exomes
rank	False	False	True	False	15	3.53	3.6	7	3	4	0	0	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	16	0.840388333669764	0.8433407925049301	6	2	4	0	0	3	2	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	RF	0	exomes
rank	False	False	True	False	16	3.37	3.48	9	5	4	0	0	3	1	0	9	0	0	0	0	1	0	0	0	0	0	1	2	0	VQSR	0	exomes
rank	False	False	True	False	17	0.8373143498902845	0.839860400897882	8	3	5	0	0	5	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	RF	0	exomes
rank	False	False	True	False	17	3.3	3.34	4	3	1	0	0	0	3	0	4	0	0	0	0	1	0	0	0	0	0	0	1	0	VQSR	0	exomes
rank	False	False	True	False	18	0.8347221344661627	0.8369972909511957	11	5	6	0	0	5	3	0	11	0	0	0	0	4	0	0	0	0	0	0	0	0	RF	0	exomes
rank	False	False	True	False	18	3.09	3.21	10	7	3	0	0	4	2	0	10	0	0	0	0	3	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	19	0.8321494164550203	0.834660905841285	14	8	6	0	0	4	4	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	RF	0	exomes
rank	False	False	True	False	19	3.0	3.08	9	3	6	0	0	4	2	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	20	0.8301445500049833	0.8321494164550203	8	0	8	0	0	5	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	RF	0	exomes
rank	False	False	True	False	20	2.95	3.0	19	5	14	0	0	7	6	0	19	0	0	0	0	2	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	21	0.8264753067972456	0.829773809718356	17	6	11	0	0	5	4	0	17	0	0	0	0	3	0	0	0	0	0	0	0	0	RF	0	exomes
rank	False	False	True	False	21	2.88	2.94	9	2	7	0	0	2	3	0	9	0	0	0	0	4	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	22	0.8244233370947466	0.8262509868914415	9	3	6	0	0	5	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	RF	0	exomes
rank	False	False	True	False	22	2.82	2.87	9	2	7	0	0	4	2	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	23	0.8204008887041047	0.8228963199242321	6	0	6	0	0	2	0	0	6	0	0	1	0	1	0	0	0	0	0	0	0	0	RF	0	exomes
rank	False	False	True	False	23	2.73	2.8	10	3	7	0	0	3	5	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	24	0.8172323876636743	0.8203420917067683	6	2	4	0	0	1	2	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	RF	0	exomes
rank	False	False	True	False	24	2.67	2.73	10	5	5	0	0	4	2	0	10	0	0	0	0	2	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	25	0.8144750858515922	0.8160147584641865	5	1	4	0	0	2	1	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	RF	0	exomes
rank	False	False	True	False	25	2.59	2.66	9	0	9	0	0	4	3	0	9	0	0	1	0	1	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	26	0.8111960491807036	0.8131929768720302	8	3	5	0	0	3	2	0	8	0	1	1	0	2	0	0	0	0	0	0	0	0	RF	0	exomes
rank	False	False	True	False	26	2.52	2.58	8	4	4	0	0	3	3	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	27	0.809104889785039	0.8110765055950165	8	2	6	0	0	6	0	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	RF	0	exomes
rank	False	False	True	False	27	2.44	2.5	6	2	4	0	0	2	3	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	28	0.8062471209047373	0.8085099147347471	13	5	8	0	0	5	5	0	13	0	0	0	0	4	0	0	0	0	0	0	0	0	RF	0	exomes
rank	False	False	True	False	28	2.36	2.43	8	3	5	0	0	3	0	0	8	0	1	1	0	1	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	29	0.8028556527529881	0.8054064267808969	4	4	0	0	0	1	2	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	RF	0	exomes
rank	False	False	True	False	29	2.32	2.34	3	2	1	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	30	0.799461064775854	0.8019601884088904	7	0	7	0	0	0	3	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	RF	0	exomes
rank	False	False	True	False	30	2.23	2.29	3	1	2	0	0	1	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	31	0.7954136042322068	0.7990193840768071	12	6	6	0	0	2	1	0	12	0	0	0	0	4	0	0	0	0	0	0	0	3	RF	0	exomes
rank	False	False	True	False	31	2.17	2.22	8	3	5	0	0	2	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	32	0.7913206224684768	0.7942055995166877	7	4	3	0	0	1	3	0	7	0	0	1	0	0	0	0	0	0	0	0	0	1	RF	0	exomes
rank	False	False	True	False	32	2.11	2.16	13	3	10	0	0	3	4	0	13	0	0	0	0	1	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	33	0.7876472841339253	0.7902488896906829	8	3	5	0	0	1	1	0	8	0	0	0	0	1	0	0	0	0	0	0	0	1	RF	0	exomes
rank	False	False	True	False	33	2.05	2.11	10	2	8	0	0	3	2	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	34	0.7842268469796119	0.7864248967268535	8	5	3	0	0	2	1	0	8	0	0	0	0	1	0	0	0	0	0	0	0	1	RF	0	exomes
rank	False	False	True	False	34	2.01	2.02	6	3	3	0	0	3	1	0	6	0	0	0	0	2	0	0	0	0	0	0	1	0	VQSR	0	exomes
rank	False	False	True	False	35	0.7812251878587276	0.7839006365340492	7	3	4	0	0	3	2	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	RF	0	exomes
rank	False	False	True	False	35	1.94	2.0	11	5	6	0	0	4	0	0	11	0	0	0	0	3	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	36	0.7780412642297554	0.7808387167334737	5	2	3	0	0	3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	RF	0	exomes
rank	False	False	True	False	36	1.92	1.93	5	0	5	0	0	2	1	0	5	0	0	0	0	3	0	0	0	0	0	1	0	0	VQSR	0	exomes
rank	False	False	True	False	37	0.7740469299049134	0.7767865300410849	13	9	4	0	0	9	2	0	13	0	0	0	0	4	0	0	0	0	0	0	0	2	RF	0	exomes
rank	False	False	True	False	37	1.83	1.88	10	5	5	0	0	2	4	0	10	0	0	0	0	2	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	38	0.7696222844109225	0.772822099026842	12	4	8	0	0	2	6	0	12	0	0	2	0	1	0	0	0	0	0	1	0	0	RF	0	exomes
rank	False	False	True	False	38	1.77	1.83	11	6	5	0	0	3	4	0	11	0	0	0	0	1	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	39	0.7665784745807951	0.7687286717119924	6	2	4	0	0	3	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	1	RF	0	exomes
rank	False	False	True	False	39	1.73	1.77	6	3	3	0	0	1	1	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	40	0.7631242225998681	0.763725485481177	3	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	RF	0	exomes
rank	False	False	True	False	40	1.65	1.7	12	8	4	0	0	5	1	0	12	0	0	0	0	1	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	41	0.7598130867874427	0.7622768226622647	7	2	5	0	0	4	2	0	7	0	0	0	0	2	0	0	0	0	0	0	0	1	RF	0	exomes
rank	False	False	True	False	41	1.6	1.65	7	3	4	0	0	4	1	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	42	0.7557890415608279	0.7594003341813004	8	3	5	0	0	3	2	0	8	0	0	1	0	3	0	0	0	0	0	1	0	0	RF	0	exomes
rank	False	False	True	False	42	1.53	1.57	9	2	7	0	0	3	3	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	43	0.7526692771028867	0.7546807883928222	5	0	5	0	0	2	1	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	RF	0	exomes
rank	False	False	True	False	43	1.45	1.51	10	5	5	0	0	1	3	0	10	0	0	0	0	3	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	44	0.7481814884776811	0.7519420274313928	11	5	6	0	0	1	0	0	11	0	0	0	0	0	0	0	0	0	0	1	0	0	RF	0	exomes
rank	False	False	True	False	44	1.38	1.45	10	4	6	0	0	3	3	0	10	0	0	0	0	2	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	45	0.7445283041608489	0.7480833516257889	12	8	4	0	0	4	1	0	12	0	0	0	0	2	0	0	0	0	0	0	0	1	RF	0	exomes
rank	False	False	True	False	45	1.31	1.37	8	3	5	0	0	4	3	0	8	0	0	1	0	1	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	46	0.7405927547663894	0.7438840338000948	6	3	3	0	0	3	1	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	RF	0	exomes
rank	False	False	True	False	46	1.28	1.31	11	2	9	0	0	6	0	0	11	0	0	0	0	2	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	47	0.7357779308234459	0.7395877914728323	6	3	3	0	0	1	4	0	6	0	0	1	0	1	0	0	0	0	0	0	0	1	RF	0	exomes
rank	False	False	True	False	47	1.18	1.24	6	1	5	0	0	0	4	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	48	0.7309866110996482	0.7350825080748211	14	7	7	0	0	5	5	0	14	0	0	0	0	6	0	0	0	0	0	0	2	1	RF	0	exomes
rank	False	False	True	False	48	1.13	1.18	8	3	5	0	0	4	2	0	8	1	1	0	0	1	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	49	0.7267479030183726	0.7306384992913458	6	3	3	0	0	2	1	0	6	0	0	0	0	2	0	0	0	0	0	0	0	1	RF	0	exomes
rank	False	False	True	False	49	1.08	1.12	11	6	5	0	0	3	1	0	11	0	0	2	0	0	0	0	0	0	0	2	0	0	VQSR	0	exomes
rank	False	False	True	False	50	0.7218569147944437	0.7261906917191111	13	4	9	0	0	5	5	0	13	0	0	0	0	1	0	0	0	0	0	0	0	4	RF	0	exomes
rank	False	False	True	False	50	1.04	1.07	7	3	4	0	0	3	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	51	0.7170843612408153	0.7213663384478153	10	3	7	0	0	2	3	0	10	0	1	1	0	0	0	0	0	0	0	0	0	1	RF	0	exomes
rank	False	False	True	False	51	0.999	1.03	10	7	3	0	0	2	4	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	52	0.7099515876355158	0.7152587470807154	8	3	5	0	0	0	3	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	RF	0	exomes
rank	False	False	True	False	52	0.963	0.992	13	9	4	0	0	5	2	0	13	0	0	1	0	2	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	53	0.7046739271843406	0.7095726087748645	12	3	9	0	0	4	2	0	12	0	0	0	0	5	0	0	0	0	0	0	1	1	RF	0	exomes
rank	False	False	True	False	53	0.917	0.952	11	4	7	0	0	3	2	0	11	0	0	0	0	2	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	54	0.6995129270387241	0.7043891488812936	13	7	6	0	0	5	3	0	13	0	0	0	0	2	0	0	0	0	0	0	0	0	RF	0	exomes
rank	False	False	True	False	54	0.873	0.909	9	3	6	0	0	1	3	0	9	0	0	0	0	0	0	0	0	0	0	1	0	0	VQSR	0	exomes
rank	False	False	True	False	55	0.6937589786151229	0.6984337975472824	8	3	5	0	0	2	1	0	8	0	1	1	0	0	0	0	0	0	0	0	0	0	RF	0	exomes
rank	False	False	True	False	55	0.841	0.869	7	2	5	0	0	3	2	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	56	0.6870244871256509	0.6907477210461759	8	4	4	0	0	2	3	0	8	0	0	1	0	1	0	0	0	0	0	0	0	1	RF	0	exomes
rank	False	False	True	False	56	0.792	0.827	6	2	4	0	0	1	1	0	6	0	1	1	0	1	0	0	0	0	0	1	0	0	VQSR	0	exomes
rank	False	False	True	False	57	0.6781664881340109	0.6853390733850141	12	6	6	0	0	4	3	0	12	0	0	0	0	3	0	0	0	0	0	1	0	1	RF	0	exomes
rank	False	False	True	False	57	0.743	0.785	11	4	7	0	0	2	4	0	11	0	0	0	0	3	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	58	0.6706643914249983	0.6777829153974605	12	5	7	0	0	1	4	0	12	0	0	0	0	1	0	0	0	0	0	0	0	1	RF	0	exomes
rank	False	False	True	False	58	0.702	0.739	5	3	2	0	0	2	0	0	5	0	0	1	0	1	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	59	0.6631691285215501	0.6693190859423436	7	1	6	0	0	0	3	0	7	0	0	0	0	2	0	0	0	0	0	0	0	2	RF	0	exomes
rank	False	False	True	False	59	0.652	0.696	16	8	8	0	0	10	5	0	16	0	0	0	0	2	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	60	0.6530704913005958	0.6588283231124664	5	2	3	0	0	1	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	2	RF	0	exomes
rank	False	False	True	False	60	0.612	0.648	5	2	3	0	0	3	1	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	61	0.6431943338729784	0.6507729546176896	12	6	6	0	0	4	3	0	12	0	0	0	0	0	0	0	0	0	0	0	1	2	RF	0	exomes
rank	False	False	True	False	61	0.576	0.599	5	2	3	0	0	2	2	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	62	0.6279365723252877	0.6377318585562509	7	5	2	0	0	1	5	0	7	0	0	0	0	0	0	0	0	0	0	1	0	1	RF	0	exomes
rank	False	False	True	False	62	0.51	0.552	7	4	3	0	0	2	2	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	63	0.6011499579950315	0.6190231734572879	10	7	3	0	0	2	4	0	10	0	0	0	0	1	0	0	0	0	0	0	0	3	RF	0	exomes
rank	False	False	True	False	63	0.472	0.501	6	1	5	0	0	1	1	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	64	0.5759401937697202	0.597346929728643	13	7	6	0	0	2	4	0	13	0	0	0	0	2	0	0	0	0	0	0	0	1	RF	0	exomes
rank	False	False	True	False	64	0.39	0.439	7	3	4	0	0	2	1	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	65	0.5516759038848063	0.5652297096208055	4	2	2	0	0	0	2	0	4	0	0	1	0	0	0	0	0	0	0	0	0	2	RF	0	exomes
rank	False	False	True	False	65	0.332	0.384	12	3	9	0	0	3	4	0	12	0	1	2	0	2	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	66	0.5295523338490008	0.544770999203291	4	2	2	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	RF	0	exomes
rank	False	False	True	False	66	0.277	0.326	8	4	4	0	0	3	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	67	0.49340705835984905	0.5101811326617908	6	3	3	0	0	3	2	0	6	0	0	1	0	0	0	0	0	0	0	0	0	2	RF	0	exomes
rank	False	False	True	False	67	0.208	0.253	6	1	5	0	0	3	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	68	0.47911677278641623	0.49189974682234155	7	1	6	0	0	2	2	0	7	0	0	1	0	0	0	0	0	0	0	1	0	0	RF	0	exomes
rank	False	False	True	False	68	0.137	0.195	6	4	2	0	0	3	1	0	6	0	0	1	0	1	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	69	0.45269327284548	0.4614738704256981	3	2	1	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	1	RF	0	exomes
rank	False	False	True	False	69	0.085	0.128	10	3	7	0	0	5	1	0	10	0	0	0	0	2	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	70	0.43328555992362877	0.4450002038507564	4	2	2	0	0	1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	RF	0	exomes
rank	False	False	True	False	70	0.0061	0.032	6	3	3	0	0	2	1	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	71	0.40996088583979856	0.41852421332886647	3	1	2	0	0	1	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1	RF	0	exomes
rank	False	False	True	False	71	-0.0876	-0.0298	4	0	4	0	0	0	1	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	VQSR	0	exomes
rank	False	False	True	False	72	0.3919942499522196	0.40855798560128137	7	4	3	0	0	2	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	RF	0	exomes
rank	False	False	True	False	72	-0.1735	-0.1082	7	2	5	0	0	0	4	0	7	0	0	0	0	3	0	0	0	0	0	0	0	1	VQSR	0	exomes
rank	False	False	True	False	73	0.37180508252144007	0.38880155242695325	9	4	5	0	0	3	3	0	9	0	0	0	0	1	0	0	0	0	0	0	0	4	RF	0	exomes
rank	False	False	True	False	73	-0.2382	-0.1807	11	2	9	0	0	3	4	0	11	0	0	0	0	1	0	0	0	0	0	0	0	1	VQSR	0	exomes
rank	False	False	True	False	74	0.34672169014300563	0.36525404919548554	4	2	2	0	0	1	2	0	4	0	0	0	0	2	0	0	0	0	0	0	0	1	RF	0	exomes
rank	False	False	True	False	74	-0.3157	-0.2555	9	3	6	0	0	3	2	0	9	0	0	0	0	2	0	0	0	0	0	0	0	1	VQSR	0	exomes
rank	False	False	True	False	75	0.3248557223083296	0.32903848971357214	4	1	3	0	0	1	2	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	RF	0	exomes
rank	False	False	True	False	75	-0.407	-0.3405	14	12	2	0	0	5	0	0	14	0	0	0	0	1	0	0	0	0	0	0	0	3	VQSR	0	exomes
rank	False	False	True	False	76	0.3066967904501425	0.3170596054302642	4	3	1	0	0	1	1	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	RF	0	exomes
rank	False	False	True	False	76	-0.4766	-0.4085	8	5	3	0	0	2	2	0	8	0	0	1	0	0	0	0	0	0	0	0	0	1	VQSR	0	exomes
rank	False	False	True	False	77	0.27516952591925004	0.2972917612786503	4	3	1	0	0	0	1	0	4	0	0	0	0	2	0	0	0	0	0	0	0	2	RF	0	exomes
rank	False	False	True	False	77	-0.5666	-0.4967	10	5	5	0	0	3	1	0	10	0	0	1	0	0	0	0	0	0	0	0	0	2	VQSR	0	exomes
rank	False	False	True	False	78	0.2563538479536823	0.2724652225570631	4	2	2	0	0	0	1	0	4	0	0	2	0	0	0	0	0	0	0	1	0	0	RF	0	exomes
rank	False	False	True	False	78	-0.6401	-0.5708	9	5	4	0	0	1	3	0	9	0	0	0	0	1	0	0	0	0	0	0	0	2	VQSR	0	exomes
rank	False	False	True	False	79	0.2301402813765039	0.24555298997484212	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	RF	0	exomes
rank	False	False	True	False	79	-0.7245	-0.6652	6	1	5	0	0	4	2	0	6	0	0	0	0	1	0	0	0	0	0	0	0	1	VQSR	0	exomes
rank	False	False	True	False	80	0.2071276603620602	0.22370545907611064	6	4	2	0	0	1	3	0	6	0	0	0	0	0	0	0	0	0	0	1	0	2	RF	0	exomes
rank	False	False	True	False	80	-0.7865	-0.7325	10	4	6	0	0	3	2	0	10	0	0	0	0	1	0	0	0	0	0	0	0	3	VQSR	0	exomes
rank	False	False	True	False	81	0.18276289323506192	0.20537306770022473	9	6	3	0	0	3	3	0	9	0	0	0	0	0	0	0	0	0	0	1	0	2	RF	0	exomes
rank	False	False	True	False	81	-0.8341	-0.8048	9	6	3	0	0	0	3	0	9	0	0	1	0	0	0	0	0	0	0	0	0	6	VQSR	0	exomes
rank	False	False	True	False	82	0.16318253735724722	0.1823577821847855	9	3	6	0	0	4	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	2	RF	0	exomes
rank	False	False	True	False	82	-0.9502	-0.8917	10	5	5	0	0	2	3	0	10	0	0	0	0	1	0	0	0	0	0	0	0	4	VQSR	0	exomes
rank	False	False	True	False	83	0.1549042868106556	0.16111091736171806	4	2	2	0	0	1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	RF	0	exomes
rank	False	False	True	False	83	-1.028	-0.9808	9	7	2	0	0	1	3	0	9	0	0	1	0	2	0	0	0	0	0	0	0	6	VQSR	0	exomes
rank	False	False	True	False	84	0.14274438628922484	0.15354273942012597	29	14	15	0	0	12	4	0	29	0	0	0	0	1	0	0	0	0	0	0	0	1	RF	0	exomes
rank	False	False	True	False	84	-1.11	-1.04	12	6	6	0	0	1	3	0	12	0	0	0	0	0	0	0	0	0	0	0	0	6	VQSR	0	exomes
rank	False	False	True	False	85	0.13051663208266173	0.14150891954402262	18	7	11	0	0	7	3	0	18	0	0	0	0	2	0	0	0	0	0	1	1	2	RF	0	exomes
rank	False	False	True	False	85	-1.231	-1.143	12	8	4	0	0	1	3	0	12	0	0	0	0	0	0	0	0	0	0	0	0	8	VQSR	0	exomes
rank	False	False	True	False	86	0.12196416596301063	0.1293203211798477	9	3	6	0	0	0	3	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	RF	0	exomes
rank	False	False	True	False	86	-1.355	-1.252	6	1	5	0	0	3	1	0	6	0	0	0	0	1	0	0	0	0	0	0	0	4	VQSR	0	exomes
rank	False	False	True	False	87	0.11175063882909879	0.1203669818004077	13	6	7	0	0	4	3	0	13	0	0	0	0	0	0	0	0	0	0	2	0	0	RF	0	exomes
rank	False	False	True	False	87	-1.482	-1.373	11	3	8	0	0	4	0	0	11	0	0	0	0	1	0	0	0	0	0	0	0	7	VQSR	0	exomes
rank	False	False	True	False	88	0.10512074334068332	0.11023426987259598	22	9	13	0	0	5	7	0	22	0	0	1	0	0	0	0	0	0	0	0	0	0	RF	0	exomes
rank	False	False	True	False	88	-1.631	-1.503	11	5	6	0	0	6	4	0	11	0	0	1	0	1	0	0	0	0	0	0	0	4	VQSR	0	exomes
rank	False	False	True	False	89	0.09911628026185823	0.10508311064720126	22	10	12	0	0	3	2	0	22	0	0	0	0	1	0	0	0	0	0	4	0	4	RF	0	exomes
rank	False	False	True	False	89	-1.773	-1.671	8	3	5	0	0	2	3	0	8	0	0	1	0	1	0	0	0	0	0	0	0	7	VQSR	0	exomes
rank	False	False	True	False	90	0.08792075105759596	0.09902783542328547	17	11	6	0	0	3	3	0	17	0	0	0	0	1	0	0	0	0	0	3	0	2	RF	0	exomes
rank	False	False	True	False	90	-1.871	-1.784	6	3	3	0	0	2	1	0	6	0	0	0	0	0	0	0	0	0	0	1	0	4	VQSR	0	exomes
rank	False	False	True	False	91	0.07816883754695343	0.08726892532540095	26	9	17	0	0	8	6	0	26	0	0	1	0	3	0	0	0	0	0	3	0	5	RF	0	exomes
rank	False	False	True	False	91	-2.023	-1.939	12	7	5	0	0	3	2	0	12	0	0	0	0	1	0	0	0	0	0	0	0	9	VQSR	0	exomes
rank	False	False	True	False	92	0.0686641304179072	0.07760997868850633	22	14	8	0	0	6	6	0	22	0	0	0	0	1	0	0	0	0	0	4	0	4	RF	0	exomes
